condition,mem_capacity,encoding_jitter,agent_id,episode_idx,outcome,rescued,n_memories,target_switches
bounded_only,3,0.0,36,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,36,6,TIMEOUT,0,3,0
bounded_only,3,0.0,36,7,TIMEOUT,0,3,2
bounded_only,3,0.0,36,8,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,36,9,TIMEOUT,0,3,0
bounded_only,3,0.0,37,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,37,1,TIMEOUT,0,3,0
bounded_only,3,0.0,37,2,TIMEOUT,0,3,2
bounded_only,3,0.0,37,3,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,37,4,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,37,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,37,6,TIMEOUT,0,3,1
bounded_only,3,0.0,37,7,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,37,8,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,37,9,TIMEOUT,0,3,1
bounded_only,3,0.0,38,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,38,1,TIMEOUT,0,3,1
bounded_only,3,0.0,38,2,TIMEOUT,0,3,2
bounded_only,3,0.0,38,3,TIMEOUT,0,3,1
bounded_only,3,0.0,38,4,TIMEOUT,0,3,1
bounded_only,3,0.0,38,5,TIMEOUT,0,3,0
bounded_only,3,0.0,38,6,TIMEOUT,0,3,0
bounded_only,3,0.0,38,7,TIMEOUT,0,3,1
bounded_only,3,0.0,38,8,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,38,9,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,39,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,39,1,TIMEOUT,0,3,1
bounded_only,3,0.0,39,2,TIMEOUT,0,3,0
bounded_only,3,0.0,39,3,RESOURCE_TAKEN,0,3,1
bounded_only,3,0.0,39,4,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,39,5,TIMEOUT,0,3,2
bounded_only,3,0.0,39,6,TIMEOUT,0,3,0
bounded_only,3,0.0,39,7,TIMEOUT,0,3,2
bounded_only,3,0.0,39,8,TIMEOUT,0,3,0
bounded_only,3,0.0,39,9,TIMEOUT,0,3,1
bounded_only,3,0.0,40,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,40,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,40,2,TIMEOUT,0,3,1
bounded_only,3,0.0,40,3,TIMEOUT,0,3,1
bounded_only,3,0.0,40,4,TIMEOUT,0,3,1
bounded_only,3,0.0,40,5,TIMEOUT,0,3,0
bounded_only,3,0.0,40,6,TIMEOUT,0,3,1
bounded_only,3,0.0,40,7,TIMEOUT,0,3,0
bounded_only,3,0.0,40,8,TIMEOUT,0,3,2
bounded_only,3,0.0,40,9,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,41,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,41,1,TIMEOUT,0,3,2
bounded_only,3,0.0,41,2,TIMEOUT,0,3,2
bounded_only,3,0.0,41,3,TIMEOUT,0,3,0
bounded_only,3,0.0,41,4,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,41,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,41,6,TIMEOUT,0,3,0
bounded_only,3,0.0,41,7,TIMEOUT,0,3,0
bounded_only,3,0.0,41,8,TIMEOUT,0,3,2
bounded_only,3,0.0,41,9,TIMEOUT,0,3,3
bounded_only,3,0.0,42,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,42,1,TIMEOUT,0,3,0
bounded_only,3,0.0,42,2,TIMEOUT,0,3,0
bounded_only,3,0.0,42,3,TIMEOUT,0,3,1
bounded_only,3,0.0,42,4,TIMEOUT,0,3,2
bounded_only,3,0.0,42,5,TIMEOUT,0,3,3
bounded_only,3,0.0,42,6,TIMEOUT,0,3,0
bounded_only,3,0.0,42,7,TIMEOUT,0,3,1
bounded_only,3,0.0,42,8,RESOURCE_TAKEN,0,3,1
bounded_only,3,0.0,42,9,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,43,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,43,1,TIMEOUT,0,3,1
bounded_only,3,0.0,43,2,TIMEOUT,0,3,1
bounded_only,3,0.0,43,3,TIMEOUT,0,3,1
bounded_only,3,0.0,43,4,TIMEOUT,0,3,2
bounded_only,3,0.0,43,5,TIMEOUT,0,3,3
bounded_only,3,0.0,43,6,TIMEOUT,0,3,0
bounded_only,3,0.0,43,7,TIMEOUT,0,3,0
bounded_only,3,0.0,43,8,TIMEOUT,0,3,0
bounded_only,3,0.0,43,9,TIMEOUT,0,3,2
bounded_only,3,0.0,44,0,TIMEOUT,0,2,1
bounded_only,3,0.0,44,1,TIMEOUT,0,3,2
bounded_only,3,0.0,44,2,TIMEOUT,0,3,0
bounded_only,3,0.0,44,3,RESOURCE_TAKEN,0,3,1
bounded_only,3,0.0,44,4,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,44,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,44,6,TIMEOUT,0,3,0
bounded_only,3,0.0,44,7,TIMEOUT,0,3,0
bounded_only,3,0.0,44,8,TIMEOUT,0,3,0
bounded_only,3,0.0,44,9,TIMEOUT,0,3,0
bounded_only,3,0.0,45,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,45,1,TIMEOUT,0,3,0
bounded_only,3,0.0,45,2,TIMEOUT,0,3,0
bounded_only,3,0.0,45,3,TIMEOUT,0,3,1
bounded_only,3,0.0,45,4,TIMEOUT,0,3,0
bounded_only,3,0.0,45,5,TIMEOUT,0,3,1
bounded_only,3,0.0,45,6,TIMEOUT,0,3,1
bounded_only,3,0.0,45,7,TIMEOUT,0,3,2
bounded_only,3,0.0,45,8,TIMEOUT,0,3,1
bounded_only,3,0.0,45,9,TIMEOUT,0,3,0
bounded_only,3,0.0,46,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,46,1,PARTNER_DEAD,0,3,1
bounded_only,3,0.0,46,2,TIMEOUT,0,3,1
bounded_only,3,0.0,46,3,TIMEOUT,0,3,1
bounded_only,3,0.0,46,4,TIMEOUT,0,3,0
bounded_only,3,0.0,46,5,RESOURCE_TAKEN,0,3,1
bounded_only,3,0.0,46,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,46,7,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,46,8,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,46,9,TIMEOUT,0,3,1
bounded_only,3,0.0,47,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,47,1,TIMEOUT,0,3,1
bounded_only,3,0.0,47,2,TIMEOUT,0,3,1
bounded_only,3,0.0,47,3,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,47,4,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,47,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,47,6,TIMEOUT,0,3,0
bounded_only,3,0.0,47,7,TIMEOUT,0,3,1
bounded_only,3,0.0,47,8,TIMEOUT,0,3,2
bounded_only,3,0.0,47,9,TIMEOUT,0,3,1
bounded_only,3,0.0,48,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,48,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,48,2,TIMEOUT,0,3,1
bounded_only,3,0.0,48,3,TIMEOUT,0,3,0
bounded_only,3,0.0,48,4,RESOURCE_TAKEN,0,3,1
bounded_only,3,0.0,48,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,48,6,TIMEOUT,0,3,1
bounded_only,3,0.0,48,7,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,48,8,TIMEOUT,0,3,2
bounded_only,3,0.0,48,9,TIMEOUT,0,3,0
bounded_only,3,0.0,49,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,49,1,TIMEOUT,0,3,0
bounded_only,3,0.0,49,2,TIMEOUT,0,3,0
bounded_only,3,0.0,49,3,TIMEOUT,0,3,1
bounded_only,3,0.0,49,4,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,49,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,49,6,TIMEOUT,0,3,1
bounded_only,3,0.0,49,7,TIMEOUT,0,3,0
bounded_only,3,0.0,49,8,TIMEOUT,0,3,0
bounded_only,3,0.0,49,9,TIMEOUT,0,3,1
bounded_only,3,0.0,50,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,50,1,TIMEOUT,0,3,1
bounded_only,3,0.0,50,2,TIMEOUT,0,3,1
bounded_only,3,0.0,50,3,TIMEOUT,0,3,0
bounded_only,3,0.0,50,4,TIMEOUT,0,3,0
bounded_only,3,0.0,50,5,TIMEOUT,0,3,2
bounded_only,3,0.0,50,6,TIMEOUT,0,3,1
bounded_only,3,0.0,50,7,TIMEOUT,0,3,0
bounded_only,3,0.0,50,8,TIMEOUT,0,3,0
bounded_only,3,0.0,50,9,TIMEOUT,0,3,1
bounded_only,3,0.0,51,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,51,1,TIMEOUT,0,3,1
bounded_only,3,0.0,51,2,PARTNER_DEAD,0,3,0
bounded_only,3,0.0,51,3,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,51,4,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,51,5,TIMEOUT,0,3,1
bounded_only,3,0.0,51,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,51,7,TIMEOUT,0,3,0
bounded_only,3,0.0,51,8,TIMEOUT,0,3,1
bounded_only,3,0.0,51,9,TIMEOUT,0,3,0
bounded_only,3,0.0,52,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,52,1,TIMEOUT,0,3,0
bounded_only,3,0.0,52,2,TIMEOUT,0,3,1
bounded_only,3,0.0,52,3,TIMEOUT,0,3,0
bounded_only,3,0.0,52,4,TIMEOUT,0,3,1
bounded_only,3,0.0,52,5,TIMEOUT,0,3,0
bounded_only,3,0.0,52,6,TIMEOUT,0,3,1
bounded_only,3,0.0,52,7,TIMEOUT,0,3,1
bounded_only,3,0.0,52,8,TIMEOUT,0,3,2
bounded_only,3,0.0,52,9,TIMEOUT,0,3,2
bounded_only,3,0.0,53,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,53,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,53,2,TIMEOUT,0,3,0
bounded_only,3,0.0,53,3,TIMEOUT,0,3,0
bounded_only,3,0.0,53,4,TIMEOUT,0,3,2
bounded_only,3,0.0,53,5,TIMEOUT,0,3,1
bounded_only,3,0.0,53,6,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,53,7,TIMEOUT,0,3,1
bounded_only,3,0.0,53,8,TIMEOUT,0,3,1
bounded_only,3,0.0,53,9,TIMEOUT,0,3,0
bounded_only,3,0.0,54,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,54,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,54,2,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,54,3,TIMEOUT,0,3,1
bounded_only,3,0.0,54,4,TIMEOUT,0,3,0
bounded_only,3,0.0,54,5,TIMEOUT,0,3,0
bounded_only,3,0.0,54,6,TIMEOUT,0,3,2
bounded_only,3,0.0,54,7,TIMEOUT,0,3,2
bounded_only,3,0.0,54,8,TIMEOUT,0,3,2
bounded_only,3,0.0,54,9,TIMEOUT,0,3,0
bounded_only,3,0.0,55,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,55,1,TIMEOUT,0,3,2
bounded_only,3,0.0,55,2,TIMEOUT,0,3,0
bounded_only,3,0.0,55,3,TIMEOUT,0,3,1
bounded_only,3,0.0,55,4,TIMEOUT,0,3,2
bounded_only,3,0.0,55,5,TIMEOUT,0,3,2
bounded_only,3,0.0,55,6,TIMEOUT,0,3,0
bounded_only,3,0.0,55,7,TIMEOUT,0,3,2
bounded_only,3,0.0,55,8,TIMEOUT,0,3,1
bounded_only,3,0.0,55,9,TIMEOUT,0,3,0
bounded_only,3,0.0,56,0,TIMEOUT,0,2,1
bounded_only,3,0.0,56,1,TIMEOUT,0,3,1
bounded_only,3,0.0,56,2,TIMEOUT,0,3,0
bounded_only,3,0.0,56,3,TIMEOUT,0,3,0
bounded_only,3,0.0,56,4,TIMEOUT,0,3,2
bounded_only,3,0.0,56,5,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,56,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,56,7,TIMEOUT,0,3,1
bounded_only,3,0.0,56,8,TIMEOUT,0,3,1
bounded_only,3,0.0,56,9,TIMEOUT,0,3,1
bounded_only,3,0.0,57,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,57,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,57,2,TIMEOUT,0,3,2
bounded_only,3,0.0,57,3,TIMEOUT,0,3,0
bounded_only,3,0.0,57,4,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,57,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,57,6,TIMEOUT,0,3,0
bounded_only,3,0.0,57,7,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,57,8,TIMEOUT,0,3,2
bounded_only,3,0.0,57,9,TIMEOUT,0,3,1
bounded_only,3,0.0,58,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,58,1,TIMEOUT,0,3,0
bounded_only,3,0.0,58,2,TIMEOUT,0,3,0
bounded_only,3,0.0,58,3,TIMEOUT,0,3,1
bounded_only,3,0.0,58,4,TIMEOUT,0,3,2
bounded_only,3,0.0,58,5,TIMEOUT,0,3,0
bounded_only,3,0.0,58,6,TIMEOUT,0,3,2
bounded_only,3,0.0,58,7,RESOURCE_TAKEN,0,3,1
bounded_only,3,0.0,58,8,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,58,9,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,59,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,59,1,TIMEOUT,0,3,2
bounded_only,3,0.0,59,2,TIMEOUT,0,3,1
bounded_only,3,0.0,59,3,TIMEOUT,0,3,2
bounded_only,3,0.0,59,4,TIMEOUT,0,3,0
bounded_only,3,0.0,59,5,TIMEOUT,0,3,2
bounded_only,3,0.0,59,6,TIMEOUT,0,3,2
bounded_only,3,0.0,59,7,TIMEOUT,0,3,0
bounded_only,3,0.0,59,8,TIMEOUT,0,3,0
bounded_only,3,0.0,59,9,TIMEOUT,0,3,1
bounded_only,3,0.0,60,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,60,1,TIMEOUT,0,3,1
bounded_only,3,0.0,60,2,TIMEOUT,0,3,2
bounded_only,3,0.0,60,3,TIMEOUT,0,3,2
bounded_only,3,0.0,60,4,TIMEOUT,0,3,0
bounded_only,3,0.0,60,5,TIMEOUT,0,3,2
bounded_only,3,0.0,60,6,TIMEOUT,0,3,2
bounded_only,3,0.0,60,7,RESOURCE_TAKEN,0,3,1
bounded_only,3,0.0,60,8,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,60,9,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,61,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,61,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,61,2,TIMEOUT,0,3,1
bounded_only,3,0.0,61,3,TIMEOUT,0,3,0
bounded_only,3,0.0,61,4,TIMEOUT,0,3,0
bounded_only,3,0.0,61,5,TIMEOUT,0,3,2
bounded_only,3,0.0,61,6,TIMEOUT,0,3,0
bounded_only,3,0.0,61,7,TIMEOUT,0,3,0
bounded_only,3,0.0,61,8,TIMEOUT,0,3,0
bounded_only,3,0.0,61,9,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,62,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,62,1,TIMEOUT,0,3,1
bounded_only,3,0.0,62,2,TIMEOUT,0,3,1
bounded_only,3,0.0,62,3,RESOURCE_TAKEN,0,3,1
bounded_only,3,0.0,62,4,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,62,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,62,6,TIMEOUT,0,3,2
bounded_only,3,0.0,62,7,TIMEOUT,0,3,1
bounded_only,3,0.0,62,8,TIMEOUT,0,3,1
bounded_only,3,0.0,62,9,TIMEOUT,0,3,2
bounded_only,3,0.0,63,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,63,1,TIMEOUT,0,3,1
bounded_only,3,0.0,63,2,TIMEOUT,0,3,2
bounded_only,3,0.0,63,3,TIMEOUT,0,3,1
bounded_only,3,0.0,63,4,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,63,5,TIMEOUT,0,3,0
bounded_only,3,0.0,63,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,63,7,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,63,8,TIMEOUT,0,3,0
bounded_only,3,0.0,63,9,TIMEOUT,0,3,3
bounded_only,3,0.0,64,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,64,1,PARTNER_DEAD,0,3,0
bounded_only,3,0.0,64,2,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,64,3,TIMEOUT,0,3,0
bounded_only,3,0.0,64,4,TIMEOUT,0,3,0
bounded_only,3,0.0,64,5,TIMEOUT,0,3,2
bounded_only,3,0.0,64,6,TIMEOUT,0,3,1
bounded_only,3,0.0,64,7,TIMEOUT,0,3,2
bounded_only,3,0.0,64,8,TIMEOUT,0,3,0
bounded_only,3,0.0,64,9,TIMEOUT,0,3,0
bounded_only,3,0.0,65,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,65,1,PARTNER_DEAD,0,3,1
bounded_only,3,0.0,65,2,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,65,3,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,65,4,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,65,5,TIMEOUT,0,3,2
bounded_only,3,0.0,65,6,RESOURCE_TAKEN,0,3,1
bounded_only,3,0.0,65,7,TIMEOUT,0,3,1
bounded_only,3,0.0,65,8,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,65,9,TIMEOUT,0,3,0
bounded_only,3,0.0,66,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,66,1,TIMEOUT,0,3,0
bounded_only,3,0.0,66,2,TIMEOUT,0,3,2
bounded_only,3,0.0,66,3,TIMEOUT,0,3,0
bounded_only,3,0.0,66,4,TIMEOUT,0,3,1
bounded_only,3,0.0,66,5,TIMEOUT,0,3,1
bounded_only,3,0.0,66,6,TIMEOUT,0,3,0
bounded_only,3,0.0,66,7,TIMEOUT,0,3,1
bounded_only,3,0.0,66,8,TIMEOUT,0,3,2
bounded_only,3,0.0,66,9,TIMEOUT,0,3,0
bounded_only,3,0.0,67,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,67,1,TIMEOUT,0,3,1
bounded_only,3,0.0,67,2,TIMEOUT,0,3,1
bounded_only,3,0.0,67,3,TIMEOUT,0,3,2
bounded_only,3,0.0,67,4,TIMEOUT,0,3,1
bounded_only,3,0.0,67,5,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,67,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,67,7,TIMEOUT,0,3,0
bounded_only,3,0.0,67,8,TIMEOUT,0,3,1
bounded_only,3,0.0,67,9,TIMEOUT,0,3,2
bounded_only,3,0.0,68,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,68,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,68,2,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,68,3,TIMEOUT,0,3,1
bounded_only,3,0.0,68,4,TIMEOUT,0,3,0
bounded_only,3,0.0,68,5,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,68,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,68,7,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,68,8,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,68,9,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,69,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,69,1,TIMEOUT,0,3,0
bounded_only,3,0.0,69,2,TIMEOUT,0,3,1
bounded_only,3,0.0,69,3,TIMEOUT,0,3,1
bounded_only,3,0.0,69,4,TIMEOUT,0,3,2
bounded_only,3,0.0,69,5,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,69,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,69,7,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,69,8,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,69,9,TIMEOUT,0,3,3
bounded_only,3,0.0,70,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,70,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,70,2,TIMEOUT,0,3,2
bounded_only,3,0.0,70,3,TIMEOUT,0,3,0
bounded_only,3,0.0,70,4,TIMEOUT,0,3,0
bounded_only,3,0.0,70,5,TIMEOUT,0,3,0
bounded_only,3,0.0,70,6,TIMEOUT,0,3,1
bounded_only,3,0.0,70,7,TIMEOUT,0,3,0
bounded_only,3,0.0,70,8,TIMEOUT,0,3,2
bounded_only,3,0.0,70,9,TIMEOUT,0,3,0
bounded_only,3,0.0,71,0,TIMEOUT,0,2,1
bounded_only,3,0.0,71,1,TIMEOUT,0,3,0
bounded_only,3,0.0,71,2,TIMEOUT,0,3,1
bounded_only,3,0.0,71,3,TIMEOUT,0,3,3
bounded_only,3,0.0,71,4,TIMEOUT,0,3,0
bounded_only,3,0.0,71,5,TIMEOUT,0,3,1
bounded_only,3,0.0,71,6,TIMEOUT,0,3,0
bounded_only,3,0.0,71,7,TIMEOUT,0,3,2
bounded_only,3,0.0,71,8,TIMEOUT,0,3,2
bounded_only,3,0.0,71,9,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,72,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,72,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,72,2,TIMEOUT,0,3,0
bounded_only,3,0.0,72,3,TIMEOUT,0,3,2
bounded_only,3,0.0,72,4,TIMEOUT,0,3,1
bounded_only,3,0.0,72,5,TIMEOUT,0,3,1
bounded_only,3,0.0,72,6,TIMEOUT,0,3,1
bounded_only,3,0.0,72,7,TIMEOUT,0,3,1
bounded_only,3,0.0,72,8,TIMEOUT,0,3,2
bounded_only,3,0.0,72,9,TIMEOUT,0,3,1
bounded_only,3,0.0,73,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,73,1,TIMEOUT,0,3,1
bounded_only,3,0.0,73,2,TIMEOUT,0,3,1
bounded_only,3,0.0,73,3,TIMEOUT,0,3,0
bounded_only,3,0.0,73,4,TIMEOUT,0,3,2
bounded_only,3,0.0,73,5,TIMEOUT,0,3,0
bounded_only,3,0.0,73,6,TIMEOUT,0,3,0
bounded_only,3,0.0,73,7,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,73,8,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,73,9,TIMEOUT,0,3,0
bounded_only,3,0.0,74,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,74,1,TIMEOUT,0,3,1
bounded_only,3,0.0,74,2,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,74,3,TIMEOUT,0,3,0
bounded_only,3,0.0,74,4,TIMEOUT,0,3,2
bounded_only,3,0.0,74,5,TIMEOUT,0,3,0
bounded_only,3,0.0,74,6,TIMEOUT,0,3,0
bounded_only,3,0.0,74,7,TIMEOUT,0,3,0
bounded_only,3,0.0,74,8,TIMEOUT,0,3,2
bounded_only,3,0.0,74,9,TIMEOUT,0,3,1
bounded_only,3,0.0,75,0,TIMEOUT,0,2,1
bounded_only,3,0.0,75,1,TIMEOUT,0,3,1
bounded_only,3,0.0,75,2,TIMEOUT,0,3,2
bounded_only,3,0.0,75,3,TIMEOUT,0,3,1
bounded_only,3,0.0,75,4,TIMEOUT,0,3,2
bounded_only,3,0.0,75,5,TIMEOUT,0,3,2
bounded_only,3,0.0,75,6,TIMEOUT,0,3,0
bounded_only,3,0.0,75,7,TIMEOUT,0,3,3
bounded_only,3,0.0,75,8,TIMEOUT,0,3,1
bounded_only,3,0.0,75,9,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,76,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,76,1,TIMEOUT,0,3,1
bounded_only,3,0.0,76,2,TIMEOUT,0,3,0
bounded_only,3,0.0,76,3,TIMEOUT,0,3,2
bounded_only,3,0.0,76,4,TIMEOUT,0,3,2
bounded_only,3,0.0,76,5,TIMEOUT,0,3,2
bounded_only,3,0.0,76,6,TIMEOUT,0,3,1
bounded_only,3,0.0,76,7,RESOURCE_TAKEN,0,3,1
bounded_only,3,0.0,76,8,TIMEOUT,0,3,1
bounded_only,3,0.0,76,9,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,77,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,77,1,TIMEOUT,0,3,0
bounded_only,3,0.0,77,2,TIMEOUT,0,3,0
bounded_only,3,0.0,77,3,TIMEOUT,0,3,2
bounded_only,3,0.0,77,4,TIMEOUT,0,3,0
bounded_only,3,0.0,77,5,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,77,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,77,7,TIMEOUT,0,3,1
bounded_only,3,0.0,77,8,TIMEOUT,0,3,1
bounded_only,3,0.0,77,9,TIMEOUT,0,3,0
bounded_only,3,0.0,78,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,78,1,TIMEOUT,0,3,1
bounded_only,3,0.0,78,2,TIMEOUT,0,3,0
bounded_only,3,0.0,78,3,TIMEOUT,0,3,1
bounded_only,3,0.0,78,4,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,78,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,78,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,78,7,PARTNER_DEAD,0,3,1
bounded_only,3,0.0,78,8,TIMEOUT,0,3,1
bounded_only,3,0.0,78,9,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,79,0,TIMEOUT,0,2,1
bounded_only,3,0.0,79,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,79,2,TIMEOUT,0,3,1
bounded_only,3,0.0,79,3,TIMEOUT,0,3,0
bounded_only,3,0.0,79,4,TIMEOUT,0,3,0
bounded_only,3,0.0,79,5,TIMEOUT,0,3,0
bounded_only,3,0.0,79,6,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,79,7,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,79,8,TIMEOUT,0,3,1
bounded_only,3,0.0,79,9,TIMEOUT,0,3,0
bounded_only,3,0.0,80,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,80,1,PARTNER_DEAD,0,3,1
bounded_only,3,0.0,80,2,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,80,3,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,80,4,TIMEOUT,0,3,0
bounded_only,3,0.0,80,5,TIMEOUT,0,3,1
bounded_only,3,0.0,80,6,TIMEOUT,0,3,1
bounded_only,3,0.0,80,7,TIMEOUT,0,3,0
bounded_only,3,0.0,80,8,TIMEOUT,0,3,0
bounded_only,3,0.0,80,9,TIMEOUT,0,3,0
