condition,mem_capacity,encoding_jitter,agent_id,episode_idx,outcome,rescued,n_memories,target_switches
bounded_only,3,0.0,81,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,81,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,81,2,TIMEOUT,0,3,2
bounded_only,3,0.0,81,3,TIMEOUT,0,3,2
bounded_only,3,0.0,81,4,TIMEOUT,0,3,0
bounded_only,3,0.0,81,5,TIMEOUT,0,3,3
bounded_only,3,0.0,81,6,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,81,7,TIMEOUT,0,3,1
bounded_only,3,0.0,81,8,TIMEOUT,0,3,1
bounded_only,3,0.0,81,9,TIMEOUT,0,3,0
bounded_only,3,0.0,82,0,TIMEOUT,0,2,0
bounded_only,3,0.0,82,1,TIMEOUT,0,3,1
bounded_only,3,0.0,82,2,TIMEOUT,0,3,2
bounded_only,3,0.0,82,3,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,82,4,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,82,5,PARTNER_DEAD,0,3,1
bounded_only,3,0.0,82,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,82,7,TIMEOUT,0,3,0
bounded_only,3,0.0,82,8,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,82,9,TIMEOUT,0,3,1
bounded_only,3,0.0,83,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,83,1,TIMEOUT,0,3,0
bounded_only,3,0.0,83,2,TIMEOUT,0,3,2
bounded_only,3,0.0,83,3,TIMEOUT,0,3,1
bounded_only,3,0.0,83,4,TIMEOUT,0,3,2
bounded_only,3,0.0,83,5,TIMEOUT,0,3,2
bounded_only,3,0.0,83,6,TIMEOUT,0,3,1
bounded_only,3,0.0,83,7,TIMEOUT,0,3,0
bounded_only,3,0.0,83,8,TIMEOUT,0,3,0
bounded_only,3,0.0,83,9,TIMEOUT,0,3,1
bounded_only,3,0.0,84,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,84,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,84,2,TIMEOUT,0,3,1
bounded_only,3,0.0,84,3,TIMEOUT,0,3,2
bounded_only,3,0.0,84,4,TIMEOUT,0,3,1
bounded_only,3,0.0,84,5,TIMEOUT,0,3,0
bounded_only,3,0.0,84,6,TIMEOUT,0,3,3
bounded_only,3,0.0,84,7,TIMEOUT,0,3,0
bounded_only,3,0.0,84,8,TIMEOUT,0,3,0
bounded_only,3,0.0,84,9,TIMEOUT,0,3,2
bounded_only,3,0.0,85,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,85,1,TIMEOUT,0,3,1
bounded_only,3,0.0,85,2,TIMEOUT,0,3,1
bounded_only,3,0.0,85,3,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,85,4,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,85,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,85,6,TIMEOUT,0,3,0
bounded_only,3,0.0,85,7,TIMEOUT,0,3,0
bounded_only,3,0.0,85,8,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,85,9,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,86,0,TIMEOUT,0,2,1
bounded_only,3,0.0,86,1,PARTNER_DEAD,0,3,1
bounded_only,3,0.0,86,2,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,86,3,TIMEOUT,0,3,0
bounded_only,3,0.0,86,4,TIMEOUT,0,3,2
bounded_only,3,0.0,86,5,TIMEOUT,0,3,1
bounded_only,3,0.0,86,6,TIMEOUT,0,3,2
bounded_only,3,0.0,86,7,TIMEOUT,0,3,0
bounded_only,3,0.0,86,8,TIMEOUT,0,3,0
bounded_only,3,0.0,86,9,TIMEOUT,0,3,0
bounded_only,3,0.0,87,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,87,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,87,2,TIMEOUT,0,3,2
bounded_only,3,0.0,87,3,TIMEOUT,0,3,1
bounded_only,3,0.0,87,4,TIMEOUT,0,3,0
bounded_only,3,0.0,87,5,TIMEOUT,0,3,1
bounded_only,3,0.0,87,6,TIMEOUT,0,3,1
bounded_only,3,0.0,87,7,TIMEOUT,0,3,1
bounded_only,3,0.0,87,8,TIMEOUT,0,3,0
bounded_only,3,0.0,87,9,TIMEOUT,0,3,0
bounded_only,3,0.0,88,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,88,1,TIMEOUT,0,3,1
bounded_only,3,0.0,88,2,TIMEOUT,0,3,3
bounded_only,3,0.0,88,3,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,88,4,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,88,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,88,6,TIMEOUT,0,3,1
bounded_only,3,0.0,88,7,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,88,8,TIMEOUT,0,3,0
bounded_only,3,0.0,88,9,TIMEOUT,0,3,2
bounded_only,3,0.0,89,0,TIMEOUT,0,2,0
bounded_only,3,0.0,89,1,TIMEOUT,0,3,2
bounded_only,3,0.0,89,2,TIMEOUT,0,3,2
bounded_only,3,0.0,89,3,TIMEOUT,0,3,0
bounded_only,3,0.0,89,4,TIMEOUT,0,3,0
bounded_only,3,0.0,89,5,TIMEOUT,0,3,0
bounded_only,3,0.0,89,6,TIMEOUT,0,3,0
bounded_only,3,0.0,89,7,TIMEOUT,0,3,0
bounded_only,3,0.0,89,8,TIMEOUT,0,3,0
bounded_only,3,0.0,89,9,TIMEOUT,0,3,0
bounded_only,3,0.0,90,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,90,1,TIMEOUT,0,3,1
bounded_only,3,0.0,90,2,TIMEOUT,0,3,0
bounded_only,3,0.0,90,3,TIMEOUT,0,3,1
bounded_only,3,0.0,90,4,TIMEOUT,0,3,2
bounded_only,3,0.0,90,5,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,90,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,90,7,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,90,8,TIMEOUT,0,3,0
bounded_only,3,0.0,90,9,TIMEOUT,0,3,0
bounded_only,3,0.0,91,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,91,1,TIMEOUT,0,3,0
bounded_only,3,0.0,91,2,TIMEOUT,0,3,2
bounded_only,3,0.0,91,3,TIMEOUT,0,3,0
bounded_only,3,0.0,91,4,TIMEOUT,0,3,2
bounded_only,3,0.0,91,5,TIMEOUT,0,3,2
bounded_only,3,0.0,91,6,RESOURCE_TAKEN,0,3,1
bounded_only,3,0.0,91,7,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,91,8,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,91,9,TIMEOUT,0,3,1
bounded_only,3,0.0,92,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,92,1,TIMEOUT,0,3,2
bounded_only,3,0.0,92,2,TIMEOUT,0,3,2
bounded_only,3,0.0,92,3,TIMEOUT,0,3,0
bounded_only,3,0.0,92,4,TIMEOUT,0,3,2
bounded_only,3,0.0,92,5,TIMEOUT,0,3,1
bounded_only,3,0.0,92,6,TIMEOUT,0,3,1
bounded_only,3,0.0,92,7,TIMEOUT,0,3,0
bounded_only,3,0.0,92,8,TIMEOUT,0,3,1
bounded_only,3,0.0,92,9,TIMEOUT,0,3,2
bounded_only,3,0.0,93,0,TIMEOUT,0,2,0
bounded_only,3,0.0,93,1,TIMEOUT,0,3,1
bounded_only,3,0.0,93,2,TIMEOUT,0,3,1
bounded_only,3,0.0,93,3,TIMEOUT,0,3,0
bounded_only,3,0.0,93,4,TIMEOUT,0,3,1
bounded_only,3,0.0,93,5,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,93,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,93,7,TIMEOUT,0,3,1
bounded_only,3,0.0,93,8,TIMEOUT,0,3,1
bounded_only,3,0.0,93,9,TIMEOUT,0,3,1
bounded_only,3,0.0,94,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,94,1,TIMEOUT,0,3,1
bounded_only,3,0.0,94,2,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,94,3,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,94,4,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,94,5,TIMEOUT,0,3,0
bounded_only,3,0.0,94,6,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,94,7,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,94,8,TIMEOUT,0,3,1
bounded_only,3,0.0,94,9,TIMEOUT,0,3,1
bounded_only,3,0.0,95,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,95,1,TIMEOUT,0,3,1
bounded_only,3,0.0,95,2,TIMEOUT,0,3,2
bounded_only,3,0.0,95,3,TIMEOUT,0,3,1
bounded_only,3,0.0,95,4,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,95,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,95,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,95,7,TIMEOUT,0,3,1
bounded_only,3,0.0,95,8,TIMEOUT,0,3,1
bounded_only,3,0.0,95,9,TIMEOUT,0,3,0
bounded_only,3,0.0,96,0,TIMEOUT,0,2,1
bounded_only,3,0.0,96,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,96,2,TIMEOUT,0,3,2
bounded_only,3,0.0,96,3,TIMEOUT,0,3,0
bounded_only,3,0.0,96,4,TIMEOUT,0,3,0
bounded_only,3,0.0,96,5,TIMEOUT,0,3,0
bounded_only,3,0.0,96,6,TIMEOUT,0,3,0
bounded_only,3,0.0,96,7,TIMEOUT,0,3,2
bounded_only,3,0.0,96,8,TIMEOUT,0,3,1
bounded_only,3,0.0,96,9,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,97,0,TIMEOUT,0,2,1
bounded_only,3,0.0,97,1,TIMEOUT,0,3,1
bounded_only,3,0.0,97,2,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,97,3,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,97,4,TIMEOUT,0,3,1
bounded_only,3,0.0,97,5,TIMEOUT,0,3,0
bounded_only,3,0.0,97,6,TIMEOUT,0,3,0
bounded_only,3,0.0,97,7,RESOURCE_TAKEN,0,3,1
bounded_only,3,0.0,97,8,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,97,9,TIMEOUT,0,3,0
bounded_only,3,0.0,98,0,TIMEOUT,0,2,1
bounded_only,3,0.0,98,1,TIMEOUT,0,3,1
bounded_only,3,0.0,98,2,TIMEOUT,0,3,2
bounded_only,3,0.0,98,3,TIMEOUT,0,3,0
bounded_only,3,0.0,98,4,TIMEOUT,0,3,0
bounded_only,3,0.0,98,5,TIMEOUT,0,3,2
bounded_only,3,0.0,98,6,TIMEOUT,0,3,2
bounded_only,3,0.0,98,7,TIMEOUT,0,3,1
bounded_only,3,0.0,98,8,TIMEOUT,0,3,2
bounded_only,3,0.0,98,9,TIMEOUT,0,3,0
bounded_only,3,0.0,99,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,99,1,TIMEOUT,0,3,1
bounded_only,3,0.0,99,2,TIMEOUT,0,3,0
bounded_only,3,0.0,99,3,TIMEOUT,0,3,2
bounded_only,3,0.0,99,4,TIMEOUT,0,3,0
bounded_only,3,0.0,99,5,TIMEOUT,0,3,2
bounded_only,3,0.0,99,6,TIMEOUT,0,3,0
bounded_only,3,0.0,99,7,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,99,8,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,99,9,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,0,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,0,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,0,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,0,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,0,4,TIMEOUT,0,6,2
jitter_only,9999,0.15,0,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,0,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,0,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,0,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,0,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,1,0,TIMEOUT,0,2,1
jitter_only,9999,0.15,1,1,TIMEOUT,0,3,0
jitter_only,9999,0.15,1,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,1,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,1,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,1,5,TIMEOUT,0,7,0
jitter_only,9999,0.15,1,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,1,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,1,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,1,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,2,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,2,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,2,2,TIMEOUT,0,4,3
jitter_only,9999,0.15,2,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,2,4,TIMEOUT,0,6,0
jitter_only,9999,0.15,2,5,TIMEOUT,0,7,0
jitter_only,9999,0.15,2,6,TIMEOUT,0,8,0
jitter_only,9999,0.15,2,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,2,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,2,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,3,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,3,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,3,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,3,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,3,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,3,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,3,6,TIMEOUT,0,8,2
jitter_only,9999,0.15,3,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,3,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,3,9,RESOURCE_TAKEN,0,11,0
jitter_only,9999,0.15,4,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,4,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,4,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,4,3,TIMEOUT,0,5,2
jitter_only,9999,0.15,4,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,4,5,TIMEOUT,0,7,0
jitter_only,9999,0.15,4,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,4,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,4,8,TIMEOUT,0,10,2
jitter_only,9999,0.15,4,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,5,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,5,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,5,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,5,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,5,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,5,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,5,6,TIMEOUT,0,8,0
jitter_only,9999,0.15,5,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,5,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,5,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,6,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,6,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,6,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,6,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,6,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,6,5,TIMEOUT,0,7,2
jitter_only,9999,0.15,6,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,6,7,TIMEOUT,0,9,2
jitter_only,9999,0.15,6,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,6,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,7,0,TIMEOUT,0,2,0
jitter_only,9999,0.15,7,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,7,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,7,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,7,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,7,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,7,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,7,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,7,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,7,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,8,0,TIMEOUT,0,2,0
jitter_only,9999,0.15,8,1,TIMEOUT,0,3,2
jitter_only,9999,0.15,8,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,8,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,8,4,TIMEOUT,0,6,0
jitter_only,9999,0.15,8,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,8,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,8,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,8,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,8,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,9,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,9,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,9,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,9,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,9,4,TIMEOUT,0,6,0
jitter_only,9999,0.15,9,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,9,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,9,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,9,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,9,9,TIMEOUT,0,11,1
jitter_only,9999,0.15,10,0,TIMEOUT,0,2,1
jitter_only,9999,0.15,10,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,10,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,10,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,10,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,10,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,10,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,10,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,10,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,10,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,11,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,11,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,11,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,11,3,TIMEOUT,0,5,3
jitter_only,9999,0.15,11,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,11,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,11,6,TIMEOUT,0,8,3
jitter_only,9999,0.15,11,7,TIMEOUT,0,9,0
jitter_only,9999,0.15,11,8,TIMEOUT,0,10,0
jitter_only,9999,0.15,11,9,TIMEOUT,0,11,1
jitter_only,9999,0.15,12,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,12,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,12,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,12,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,12,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,12,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,12,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,12,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,12,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,12,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,13,0,PARTNER_DEAD,0,2,1
jitter_only,9999,0.15,13,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,13,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,13,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,13,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,13,5,TIMEOUT,0,7,0
jitter_only,9999,0.15,13,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,13,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,13,8,TIMEOUT,0,10,2
jitter_only,9999,0.15,13,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,14,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,14,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,14,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,14,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,14,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,14,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,14,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,14,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,14,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,14,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,15,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,15,1,TIMEOUT,0,3,0
jitter_only,9999,0.15,15,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,15,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,15,4,TIMEOUT,0,6,2
jitter_only,9999,0.15,15,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,15,6,TIMEOUT,0,8,0
jitter_only,9999,0.15,15,7,TIMEOUT,0,9,0
jitter_only,9999,0.15,15,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,15,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,16,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,16,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,16,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,16,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,16,4,TIMEOUT,0,6,2
jitter_only,9999,0.15,16,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,16,6,TIMEOUT,0,8,0
jitter_only,9999,0.15,16,7,TIMEOUT,0,9,0
jitter_only,9999,0.15,16,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,16,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,17,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,17,1,TIMEOUT,0,3,0
jitter_only,9999,0.15,17,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,17,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,17,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,17,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,17,6,TIMEOUT,0,8,0
jitter_only,9999,0.15,17,7,RESOURCE_TAKEN,0,9,0
jitter_only,9999,0.15,17,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,17,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,18,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,18,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,18,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,18,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,18,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,18,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,18,6,TIMEOUT,0,8,2
jitter_only,9999,0.15,18,7,TIMEOUT,0,9,0
jitter_only,9999,0.15,18,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,18,9,TIMEOUT,0,11,3
jitter_only,9999,0.15,19,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,19,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,19,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,19,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,19,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,19,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,19,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,19,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,19,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,19,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,20,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,20,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,20,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,20,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,20,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,20,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,20,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,20,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,20,8,TIMEOUT,0,10,2
jitter_only,9999,0.15,20,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,21,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,21,1,TIMEOUT,0,3,2
jitter_only,9999,0.15,21,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,21,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,21,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,21,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,21,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,21,7,TIMEOUT,0,9,0
jitter_only,9999,0.15,21,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,21,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,22,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,22,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,22,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,22,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,22,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,22,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,22,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,22,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,22,8,TIMEOUT,0,10,0
jitter_only,9999,0.15,22,9,TIMEOUT,0,11,1
jitter_only,9999,0.15,23,0,TIMEOUT,0,2,1
jitter_only,9999,0.15,23,1,TIMEOUT,0,3,2
jitter_only,9999,0.15,23,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,23,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,23,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,23,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,23,6,TIMEOUT,0,8,2
jitter_only,9999,0.15,23,7,TIMEOUT,0,9,0
jitter_only,9999,0.15,23,8,TIMEOUT,0,10,0
jitter_only,9999,0.15,23,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,24,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,24,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,24,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,24,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,24,4,PARTNER_RESCUED,1,6,0
